glottocode,name,isocodes,level,macroarea,latitude,longitude
eruw1238,Eruwa,erh,language,Africa,5.18026,6.04818
eryu1239,Eryuan,,dialect,Eurasia,26.0991374,99.9416161
erzy1239,Erzya,myv,language,Eurasia,52.8548,45.3901
esan1238,Esan,ish,language,Africa,6.25685,6.33917
esee1247,Ese,mcq,language,Papunesia,-9.09451,148.376
esee1248,Ese Ejja,ese,language,South America,-11.7268,-67.515
esht1238,Eshtehardi,esh,language,Eurasia,35.7267,50.3677
esim1238,Esimbi,ags,language,Africa,6.50094,9.86936
espe1235,Esperanto,epo,language,Eurasia,49.3273,2.81045
esse1238,Esselen,esq,language,North America,36.5473,-121.867
esta1236,Estado de México Otomi,ots,language,North America,19.8781,-99.61
esto1258,Estonian,ekk,language,Eurasia,58.55,25.82
esto1238,Estonian Sign Language,eso,language,Eurasia,58.947,24.566
esum1241,Esuma,esm,language,Africa,5.21504,-3.05409
eteb1238,Etebi,etb,language,Africa,4.79059,7.97357
eten1239,Eten,etx,language,Africa,9.73073,8.61443
ethi1238,Ethiopian Sign Language,eth,language,Africa,8.9761,38.8534
etky1238,Etkywan,ich,language,Africa,7.13773,10.3501
eton1253,Eton-Mengisa,eto,language,Africa,4.21045,11.3935
eton1255,Eton (Vanuatu),etn,language,Papunesia,-17.74,168.549
etru1241,Etruscan,ett,language,Eurasia,41.9,12.4833
etul1245,Etulo,utr,language,Africa,7.75865,9.44447
eude1234,Eudeve,,language,North America,28.5,-110
evan1238,Evant,bzz,language,Africa,6.34906,9.46432
even1260,Even,eve,language,Eurasia,70.6687,130.914
even1259,Evenki,evn,language,Eurasia,53.85,108.626
ewag1241,Ewage-Notu,nou,language,Papunesia,-8.68756,148.405
ewee1241,Ewe,ewe,language,Africa,6.46061,0.814975
ewon1239,Ewondo,ewo,language,Africa,4.21141,11.93646
extr1243,Extremaduran,ext,language,Eurasia,39.1926,-6.10179
eyak1241,Eyak,eya,language,North America,60.4232,-144.762
faga1239,Fagani,faf,language,Papunesia,-10.4479,161.662
fair1238,Faire Atta,azt,language,Papunesia,17.9808,121.436
faiw1243,Faiwol,fai,language,Papunesia,-5.4967,141.656
fala1241,Fala,fax,language,Eurasia,40.1651,-6.91452
fala1243,Falam Chin,cfm,language,Eurasia,23.7892833333,92.3254633333
fali1285,Fali,fli,language,Africa,10.5419,13.4087
famm1241,Fam,fam,language,Africa,7.54277,10.505
fana1235,Fanagalo,fng,language,Africa,-25.384842,27.1400833333
fang1248,Fang (Cameroon),fak,language,Africa,6.54384,10.319
fang1246,Fang (Equatorial Guinea),fan,language,Africa,1.723965,11.61454
fani1244,Fania,fni,language,Africa,10.291,18.75
butm1237,Farafi,bnr,language,Papunesia,-15.3353,167.034
fare1241,Farefare,gur,language,Africa,11.0918,-0.81109
farn1234,Far Northwestern Nisu,nsf,language,Eurasia,25.646902,99.684187
faro1244,Faroese,fao,language,Eurasia,62.0732,-6.88497
sout2645,Fars Dialects,fay,language,Eurasia,29.746,52.267
farw1235,Far Western Muria,fmu,language,Eurasia,20.1754,80.4712
fasu1242,Fasu,faa,language,Papunesia,-6.62687,143.284
fata1245,Fataleka,far,language,Papunesia,-8.59041,160.861
fata1247,Fataluku,ddg,language,Papunesia,-8.49464,127.08
fayu1238,Fayu,fau,language,Papunesia,-3.14497,136.867
fefe1239,Fe'fe',fmp,language,Africa,5.18158,10.1442
femb1238,Fembe,agl,language,Papunesia,-5.71596,142.254
fero1244,Feroge,fer,language,Africa,8.61612,25.7171
fiji1243,Fijian,fij,language,Papunesia,-18,178.33
fiji1242,Fiji Hindi,hif,language,Papunesia,-17.8148,177.772
fili1244,Filipino,fil,language,Papunesia,12.265,123.464
filo1235,Filomena Mata Totonac,tlp,language,North America,20.1415,-97.5931
fina1242,Finallig,bkb,language,Papunesia,17.0319,121.11
finl1235,Finland-Swedish Sign Language,fss,language,Eurasia,62.111,26.328
finn1318,Finnish,fin,language,Eurasia,64.7628,25.5577
finn1310,Finnish Sign Language,fse,language,Eurasia,60.661,25.0677
fino1238,Finongan,fag,language,Papunesia,-6.33005,146.629
fipa1238,Fipa,fip,language,Africa,-7.88963,31.3442
fira1238,Firan,fir,language,Africa,9.65245,8.69095
fiwa1240,Fiwaga,fiw,language,Papunesia,-6.66342,143.646
flin1247,Flinders Island,fln,language,Australia,-14.1812,144.259
foau1240,Foau,flh,language,Papunesia,-3.04582,139.213
foii1241,Foi,foi,language,Papunesia,-6.47258,143.495
folo1238,Folopa,ppo,language,Papunesia,-6.86321,144.458
foma1238,Foma,fom,language,Africa,0.88032,24.3202
fonn1241,Fon,fon,language,Africa,7.15484,1.66495
fong1243,Fongoro,fgr,language,Africa,11.3179,22.5611
food1238,Foodo,fod,language,Africa,9.56489,1.40486
fora1245,Forak,frq,language,Papunesia,-5.69079,146.541
ford1242,Fordata,frd,language,Papunesia,-7.28902,131.511
fore1270,Fore,for,language,Papunesia,-6.64473,145.5065
fore1265,Forest Enets,enf,language,Eurasia,69.9829,88.2121
fore1268,Forest Maninka,myq,language,Africa,9.49685,-7.53151
fore1274,Forest Nenets,,language,Eurasia,63.72,71.97
fran1266,Francisco León Zoque,zos,language,North America,17.3654,-93.3633
stan1290,French,fra,language,Eurasia,48,2
fren1243,French Sign Language,fsl,language,Eurasia,47,3
friu1240,Friulian,fur,language,Eurasia,46.1473,13.0493
fuli1240,Fuliiru,flr,language,Africa,-3.04022,28.9865
fuln1247,Fulniô,fun,language,South America,-9.02591,-37.1402
fumm1238,Fum,fum,language,Africa,6.66524,11.1087
fung1245,Fungwa,ula,language,Africa,10.5021,6.59138
furr1244,Fur,fvr,language,Africa,12.0455,23.6401
furu1242,Furu,fuu,language,Africa,4.485,20.6448
futu1245,Futuna-Aniwa,fut,language,Papunesia,-19.5303,170.215
fuyu1242,Fuyug,fuy,language,Papunesia,-8.6371,147.312
fuzh1239,Fuzhou,,dialect,Eurasia,26.08904,119.294243
fwai1237,Fwâi,fwa,language,Papunesia,-20.6873,164.901
fwee1238,Fwe,fwe,language,Africa,-17.72372,24.43151
fyam1238,Fyam,pym,language,Africa,9.59006,9.22293
fyer1241,Fyer,fie,language,Africa,9.49936,9.29503
gaaa1244,Ga,gaa,language,Africa,5.65488,-0.18598
gaaa1245,Gaa,ttb,language,Africa,8.4809,11.9603
gaam1241,Gaam,tbi,language,Africa,11.4674,33.9797
gaan1243,Ga'anda,gqa,language,Africa,10.2955,12.6479
gabo1234,Gabogbo,gie,language,Africa,5.964761,-5.841819
gabr1253,Gabri,gab,language,Africa,9.33955,16.623
gabu1248,Gabutamon,gav,language,Papunesia,-5.8075,146.621
gada1262,Gadang,gdk,language,Africa,10.425,16.997
gada1258,Ga'dang,gdg,language,Papunesia,17.2238,121.455
gadd1244,Gaddang,gad,language,Papunesia,16.5468,121.177
gadd1242,Gaddi,gbk,language,Eurasia,32.36,76.5713
gade1242,Gade,ged,language,Africa,8.71139,7.49869
gade1236,Gade Lohar,gda,language,Eurasia,25.8583,78.2187
gadj1243,Gadjerawang,gdh,language,Australia,-15.4786,129.156
gads1258,Gadsup,gaj,language,Papunesia,-6.31631,145.997
gafa1240,Gafat,gft,language,Africa,11.5764,39.5605
gaga1251,Gagadu,gbu,language,Australia,-12.5176,132.643
gaga1249,Gagauz,gag,language,Eurasia,44.5988,28.0277
gagn1235,Gagnoa Bété,btg,language,Africa,6.10051,-5.9701
gaik1242,Gaikundi,gbf,language,Papunesia,-4.01718,143.139
gail1235,Gail,gic,language,Africa,-28.77,26.895
gain1243,Gaina,gcn,language,Papunesia,-9.14409,148.59
gall1278,Gal,gap,language,Papunesia,-5.16351,145.623
gala1264,Galambu,glo,language,Africa,10.1258,10.2542
gale1259,Galela,gbi,language,Papunesia,2.31461,128.44
gale1257,Galeya,gar,language,Papunesia,-9.54137,150.836
gali1262,Galibi Carib,car,language,South America,5.83772,-56.8323
gali1261,Galice,gce,language,North America,45.3914,-120.75
gali1258,Galician,glg,language,Eurasia,42.2446,-7.5343
gall1276,Gallurese Sardinian,sdn,language,Eurasia,41.1131,9.24279
galo1242,Galo,adl,language,Eurasia,27.749,96.311
galo1243,Galoli-Talur,gal,language,Papunesia,-8.61074,125.959
sina1269,Galu,siu,language,Papunesia,-3.42446,142.367
gama1251,Gamale Kham,kgj,language,Eurasia,28.411,82.6749
gamb1251,Gambera,gma,language,Australia,-14.29546,126.27131
gamb1252,Gambian Wolof,wof,language,Africa,13.5337,-16.1544
gami1243,Gamilaraay,kld,language,Australia,-29.9037,149.543
gami1242,Gamit,gbl,language,Eurasia,21.0697,73.6839
gamk1238,Gamkonora,gak,language,Papunesia,1.34308,127.506
gamo1243,Gamo,gmv,language,Africa,6.27645,37.23808
gamo1244,Gamo-Gofa-Dawro,gmo,language,Africa,6.57645,37.1381
gamo1241,Gamo-Ningi,bte,language,Africa,10.9346,9.24843
gana1277,Gana,gnq,language,Papunesia,5.57583,116.145
gana1274,//Gana,gnk,language,Africa,-21.8555,22.2003
gana1270,Ganang,gne,language,Africa,9.93195,9.09741
ganc1239,Gan Chinese,gan,language,Eurasia,27.9896,115.166
gand1255,Ganda,lug,language,Africa,0.66884,32.15153
gane1237,Gane,gzn,language,Papunesia,-0.42618,127.976
gang1267,Ganggalida,gcd,language,Australia,-17.5446,139.426
gang1270,Ganglau,ggl,language,Papunesia,-5.57945,146.1305
gang1266,Gangte,gnb,language,Eurasia,24.5113,94.1681
gang1268,Gangulu,gnl,language,Australia,-22.7637,149.416
gant1244,Gants,gao,language,Papunesia,-5.28113,144.771
ganz1246,Ganza,gza,language,Africa,10.2991,35.1373
ganz1247,Ganzi,gnz,language,Africa,6.544,19.347
gaoo1237,Gao,gga,language,Papunesia,-8.35163,159.789
gapa1238,Gapapaiwa,pwg,language,Papunesia,-9.73317,149.854
gara1269,Garawa,wrk,language,Australia,-17.4504,137.72014
garh1243,Garhwali,gbm,language,Eurasia,30.5061,78.7201
gari1256,Garifuna,cab,language,North America,15.3529,-86.9091
gari1253,Garig-Ilgar,ilg,language,Australia,-11.412,132.182
garo1247,Garo,grt,language,Eurasia,25.2954,90.462
garr1259,Garre,gex,language,Africa,2.29633,44.6862
garu1246,Garus,gyb,language,Papunesia,-4.9222,145.683
gata1239,Gata',gaq,language,Eurasia,18.6076,82.984
gava1241,Gavar,gou,language,Africa,10.5603,13.8188
gavi1246,Gavião Do Jiparaná,gvo,language,South America,-10.7235,-61.6752
gawa1247,Gawar-Bati,gwt,language,Eurasia,35.1982,71.5428
gaww1239,Gawwada,gwd,language,Africa,5.37869,37.2737
gayi1237,Gayil,gyl,language,Africa,6.15034,36.67211
gayo1244,Gayo,gay,language,Papunesia,4.3733,97.3456
gazi1243,Gazi,gzi,language,Eurasia,34.0357,49.4553
gbag1258,Gbagyi,gbr,language,Africa,9.29842,6.90495
gagu1242,Gban,ggu,language,Africa,6.40859,-5.51851
gban1260,Gbanu,gbv,language,Africa,5.28183,17.3887
gban1258,Gbanziri-Boraka,gbg,language,Africa,4.68467,20.2609
gbar1246,Gbari,gby,language,Africa,8.46411,7.10757
gbat1238,Gbati-ri,gti,language,Africa,2.98585,28.7911
gbay1287,Gbaya-Bossangoa,gbp,language,Africa,6.61896,17.645
gbay1286,Gbaya-Bozoum,gbq,language,Africa,5.9879,16.4643
gbay1281,Gbaya-Mbodomo,gmm,language,Africa,4.800365,14.606865
gbay1288,Gbaya (Sudan),krs,language,Africa,8.43391,25.5173
gbay1278,Gbayi,gyg,language,Africa,5.57378,21.9707
gbes1238,Gbesi Gbe,gbs,language,Africa,6.55911,2.0269
gbii1242,Gbii,ggb,language,Africa,5.87021,-8.9346
gbin1239,Gbin,xgb,language,Africa,8.020857,-2.811213
gbir1241,Gbiri-Niragu,grh,language,Africa,10.3923,8.43157
gbol1235,Gboloo Grebo,gec,language,Africa,4.75405,-7.66699
geee1239,Ge,hmj,language,Eurasia,26.8542,107.823
geba1237,Geba Karen,kvq,language,Eurasia,19.4991,96.9492
gebe1237,Gebe,gei,language,Papunesia,-0.07877,129.424
geda1237,Gedaged,gdd,language,Papunesia,-5.18175,145.781
gede1246,Gedeo,drs,language,Africa,6.18469,38.2395
geez1241,Geez,gez,language,Africa,10.1342,40.6821
geic1236,Geico,,language,South America,-6.56,-43
geji1246,Geji,gji,language,Africa,10.3478,9.64965
geko1235,Geko Karen,ghk,language,Eurasia,19.6741,96.5308
gela1263,Gela,nlg,language,Papunesia,-9.04587,160.186
gela1261,Gelao,gio,language,Eurasia,26.1545,106.235
gela1264,Gelao Mulao,giu,language,Eurasia,26.574605,107.239537
geme1244,Geme,geq,language,Africa,8.48359,20.6611
genn1243,Gen,gej,language,Africa,6.25971,1.67727
gend1249,Gende,gaf,language,Papunesia,-5.67528,145.177
geng1243,Gengle,geg,language,Africa,8.8956,11.9527
kuga1239,Gengle-Kugama,kow,language,Africa,8.91972,12.12947
nucl1302,Georgian,kat,language,Eurasia,41.850397,43.78613
gepo1234,Gepo,ygp,language,Eurasia,25.7,102.5
gera1246,Gera,gew,language,Africa,10.4331,10.12
stan1295,German,deu,language,Eurasia,48.649,12.4676
germ1281,German Sign Language,gsg,language,Eurasia,50.8154,7.30478
geru1240,Geruma,gea,language,Africa,10.4775,9.78484
gese1240,Geser-Gorom,ges,language,Papunesia,-3.8016,130.701
geya1234,Gey,guv,language,Africa,9.37513,13.5809
ghad1239,Ghadames,gha,language,Africa,30.1168,10.0165
smal1236,Gha-mu,sfm,language,Eurasia,22.5638,101.95
ghan1244,Ghanaian Pidgin English,gpe,language,Africa,5.793241,-0.283641
ghan1235,Ghanaian Sign Language,gse,language,Africa,5.55225,-0.30274
ghan1242,Ghanongga,ghn,language,Papunesia,-8.02035,156.552
ghar1239,Ghari,gri,language,Papunesia,-9.4791,159.917
ghay1237,Ghayavi,bmk,language,Papunesia,-10.011,149.84
gheg1238,Gheg Albanian,aln,language,Eurasia,42.317,21.3837
gher1238,Ghera,ghr,language,Eurasia,25.383,68.368
ghom1247,Ghomálá',bbj,language,Africa,5.39619,10.352
ghom1257,Ghomara,gho,language,Africa,34.7979,-4.6696
ghot1243,Ghotuo,aaa,language,Africa,7.11551,5.95663
gian1241,Giangan,bgi,language,Papunesia,6.99967,125.359
giba1240,Gibanawa,gib,language,Africa,12.584,8.615
gida1247,Gidar,gid,language,Africa,9.874715,14.07845
giiw1236,Giiwo,kks,language,Africa,10.35754,10.46037
giky1238,Gikyode,acd,language,Africa,8.39478,0.56975
gila1241,Gilaki,glk,language,Eurasia,37.1344,49.8359
gilb1244,Gilbertese,gil,language,Papunesia,-1.34,176.44
gili1241,Gilima,gix,language,Africa,4.5585,19.0091
meso1252,Gilit Mesopotamian Arabic,acm,language,Eurasia,33.8178,43.1095
gimi1243,Gimi (Eastern Highlands),gim,language,Papunesia,-6.42097,145.214
gimi1242,Gimi (West New Britain),gip,language,Papunesia,-6.02464,149.478
gimm1241,Gimme,kmp,language,Africa,8.58084,12.6658
gimn1238,Gimnime,gmn,language,Africa,8.58129,12.7869
ginu1240,Ginuman,gnm,language,Papunesia,-10.0298,149.7
giny1241,Ginyanga,ayg,language,Africa,8.2327,0.98348
gira1247,Girawa,bbr,language,Papunesia,-5.35342,145.423
giri1245,Girirra,,language,Africa,5.76,42.17
giry1241,Giryama,nyf,language,Africa,-3.30638,39.6648
gito1238,Gitonga,toh,language,Africa,-23.7964,35.1577
gitu1237,Gitua,ggt,language,Papunesia,-6.0151,147.485
gitx1241,Gitxsan,git,language,North America,55.09,-128.08
giyu1238,Giyug,giy,language,Australia,-13.2001,130.092
gize1234,Gizey,,language,Africa,10.023278,15.269103
gizr1240,Gizrra,tof,language,Papunesia,-9.183,142.804
glar1241,Glaro-Twabo,glr,language,Africa,5.23264,-7.50317
glav1244,Glavda,glw,language,Africa,11.1334,13.8652
glio1241,Glio-Oubi,oub,language,Africa,5.39966,-7.50585
gnau1240,Gnau,gnu,language,Papunesia,-3.59093,142.196
goan1235,Goan Konkani,gom,language,Eurasia,15.2732,74.2098
goar1239,Goaria,gig,language,Eurasia,27.253,68.363
goba1246,Gobasi,goi,language,Papunesia,-6.48678,142.201
gobu1238,Gobu,gox,language,Africa,5.01201,20.0194
godi1239,Godié,god,language,Africa,5.3944,-5.82696
ghod1238,Godoberi,gdo,language,Eurasia,42.7428,46.2252
godw1241,Godwari,gdx,language,Eurasia,24.885,72.846
goem1240,Goemai,ank,language,Africa,8.74455,9.72453
gofa1235,Gofa,gof,language,Africa,6.57645,37.05
gogo1263,Gogo,gog,language,Africa,-6.35951,35.4807
gogo1265,Gogodala,ggw,language,Papunesia,-8.08527,142.874
goka1239,Gokana,gkn,language,Africa,4.61889,7.34457
gola1255,Gola,gol,language,Africa,7.06193,-10.8138
goli1247,Golin,gvf,language,Papunesia,-6.2249,144.8505
gone1237,Gone Dau,goo,language,Papunesia,-16.5886,178.599
gong1251,Gongduk,goe,language,Eurasia,27.066,91.1686
gonj1241,Gonja,gjn,language,Africa,8.48801,-0.72757
goon1238,Gooniyandi,gni,language,Australia,-18.4073,126.351
gorr1238,Gor,gqr,language,Africa,8.0841,17.0713
gora1262,Gorakor,goc,language,Papunesia,-6.85564,146.579
gora1261,Gorap,goq,language,Papunesia,2.13058,128.261
goro1259,Gorontalo,gor,language,Papunesia,0.62689,122.288
goro1261,Gorovu,grq,language,Papunesia,-4.52947,144.59
goro1270,Gorowa,gow,language,Africa,-4.23575,35.7996
pare1266,Gorum-Parenga,pcj,language,Eurasia,19.075,83.9723
goth1244,Gothic,got,language,Eurasia,46.9304,29.9786
goun1238,Goundo,goy,language,Africa,9.46683,16.255
gour1243,Gourmanchéma,gux,language,Africa,11.6711,1.28489
gowl1242,Gowlan,goj,language,Eurasia,21.5096,77.2647
gowl1241,Gowli,gok,language,Eurasia,21.7726,77.3733
gowr1239,Gowro,gwf,language,Eurasia,35.1243,73.1233
goza1238,Gozarkhani,goz,language,Eurasia,36.4133,50.6987
gran1245,Grangali,nli,language,Eurasia,34.6485,70.7323
gras1249,Grass Koiari,kbk,language,Papunesia,-9.51218,147.437
gree1271,Greek Sign Language,gss,language,Eurasia,38.0536,23.3762
gren1247,Grenadian Creole English,gcl,language,North America,12.0067,-61.6989
gres1240,Gresi,grs,language,Papunesia,-2.72229,140.279
grom1238,Groma,gro,language,Eurasia,27.6089,88.8541
gron1242,Gronings,gos,language,Eurasia,53.2842,6.698
gros1243,Gros Ventre,ats,language,North America,48.4834,-108.738
guaa1238,Gua,gwx,language,Africa,6.52106,0.16932
guac1239,Guachi,,language,South America,-19.340172,-56.3452
guad1242,Guadeloupean Creole French,gcf,language,North America,14.4989,-61.0228
guah1255,Guahibo,guh,language,South America,5.81736,-68.9839
guai1237,Guaicurian,,language,North America,24.1666666667,-110.3
guaj1256,Guajá,gvj,language,South America,-3.93574,-46.3683
guaj1255,Guajajára,gub,language,South America,-4.69461,-45.7081
guam1248,Guambiano,gum,language,South America,2.55849,-76.582
guam1236,Guamo,,language,South America,9.596959,-68.98407
guan1268,Guana (Paraguay),gva,language,South America,-21.9803,-58.0654
guan1277,Guanche,gnc,language,Africa,28,-15.5
guan1279,Guangzhou,,dialect,,23.1253503,112.9476548
guar1292,Guarayu,gyr,language,South America,-15.8247,-61.6934
guar1294,Guaru,,language,South America,-0.25,-71.65
guat1249,Guatemalan Sign Language,gsm,language,North America,14.5034,-90.5667
guat1253,Guató,gta,language,South America,-17.8696,-57.2897
guay1257,Guayabero,guo,language,South America,2.8969,-71.844
guaz1234,Guazapar,,language,North America,27.357,-108.279
gube1234,Gubeeher-Gufangor-Gubelor,,language,Africa,12.56,-17.19
guda1244,Gudang,,language,Australia,-10.91613599,142.5768928
guda1242,Gudanji,nji,language,Australia,-17.5349,134.395
gude1246,Gude,gde,language,Africa,10.2138,13.403
gudj1237,Gudjal,,language,Australia,-19.44157406,144.6482584
gudu1250,Gudu,gdu,language,Africa,10.1206,12.5359
gudu1252,Guduf-Gava,gdf,language,Africa,11.1057,13.7893
guen1235,Güenoa,,language,,-33.810189,-54.473877
guer1242,Gueren,,language,South America,-17.726974,-39.61441
guer1243,Guerrero Amuzgo,amu,language,North America,16.77226,-98.18953
guev1238,Guevea De Humboldt Zapotec,zpg,language,North America,16.7312,-95.3641
guga1239,Gugadj,ggd,language,Australia,-17.8372,141.168
gugu1253,Gugu Badhun,gdc,language,Australia,-18.4921,144.46
gugu1254,Gugubera,kkp,language,Australia,-15.4296,141.635
guhu1244,Guhu-Samane,ghs,language,Papunesia,-7.99922,147.228
guia1246,Guianese Creole French,gcr,language,South America,4.94804,-52.7336
guib1245,Guibei Zhuang,zgb,language,Eurasia,23.6818,107.184
guib1246,Guiberoua Béte,bet,language,Africa,6.13837,-6.51291
guib1244,Guibian Zhuang,zgn,language,Eurasia,23.6818,107.184
guil1236,Güilá Zapotec,ztu,language,North America,16.8824,-96.4572
guil1241,Guilin Pinghua,,dialect,,25.266667,110.283333
guin1258,Guinau,,language,South America,4.797607,-64.73877
guin1254,Guinea Kpelle,gkp,language,Africa,7.93196,-8.98843
guin1250,Guinean Sign Language,gus,language,Africa,9.553,-13.674
guiq1238,Guiqiong,gqi,language,Eurasia,30.4803,102.128
guja1252,Gujarati,guj,language,Eurasia,22.687,71.0962
guja1253,Gujari,gju,language,Eurasia,34.3768,73.1461
gula1270,Gula'alaa,gmb,language,Papunesia,-8.74742,161.023
gula1266,Gula (Central African Republic),kcm,language,Africa,9.49092,23.3805
gula1269,Gula (Chad),glu,language,Africa,10.3049,19.2182
gula1265,Gula Iro,glj,language,Africa,10.267,19.5359
gula1268,Gulay,gvl,language,Africa,9.06629,17.3151
gule1241,Gule,gly,language,Africa,11.8336,33.6929
gulf1241,Gulf Arabic,afb,language,Eurasia,30.17,47.5
guli1244,Guliguli,gli,language,Papunesia,-8.10266,157.564
guma1255,Gumalu,gmu,language,Papunesia,-5.22189,145.618
guma1253,Gumatj,gnn,language,Australia,-12.25254,136.83042
guma1254,Gumawana,gvs,language,Papunesia,-9.28497,150.762
gunn1250,Gun,guw,language,Africa,6.48529,2.76767
gund1247,Gundi,gdi,language,Africa,3.45973,15.7334
gung1248,Gungabula,gyf,language,Australia,-25.6896,148.604
gung1250,Gungu,rub,language,Africa,2.06754,31.4819
guny1241,Gunya,gyy,language,Australia,-27.0642,145.862
gupa1248,Gupa-Abawa,gpa,language,Africa,8.21291,6.69128
gupa1247,Gupapuyngu,guf,language,Australia,-12.2868,135.337
gura1252,Guragone,gge,language,Australia,-12.66855,134.09501
gura1254,Guramalum,grz,language,Papunesia,-4.26666,152.933
gura1251,Gurani,hac,language,Eurasia,36.8377,44.4956
gurd1238,Gurdjar,gdj,language,Australia,-17.1653,141.145
gure1255,Gureng Gureng,gnr,language,Australia,-25.3893,151.175
gurg1241,Gurgani,,language,Eurasia,36.83,54.43
gurg1240,Gurgula,ggg,language,Eurasia,25.737,68.565
guri1248,Guriaso,grx,language,Papunesia,-3.5718,141.597
